Player,Decade,URL,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
Fabrice ReupernÇ¸,2010s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Agius,2010s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yvan Rajoarimanana,2010s,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Madagascar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shkodran Mustafi,2010s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahid Amirguliyev,2010s,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Azerbaijan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yordan Minev,2010s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tapiwa Gadibolae,2010s,https://upload.wikimedia.org/wikipedia/commons/f/fa/Flag_of_Botswana.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saman Ghoddos,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilli RÇülantsson,2010s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Smedberg-Dalence,2010s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papiss CissÇ¸,2010s,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Senegal.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Ivanov,2010s,https://upload.wikimedia.org/wikipedia/commons/9/9a/Flag_of_Bulgaria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DÇ­vid Holman,2010s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remo Freuler,2010s,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Switzerland_%28Pantone%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghailene Chaalali,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morteza Pouraliganji,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ca/Flag_of_Iran.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Ounas,2010s,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Algeria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldar Ž?iviŽ?,2010s,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bosnia_and_Herzegovina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nguy ¯?n Tr ¯ng HoÇÿng,2010s,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platini,2010s,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Cape_Verde.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinton Griffith,2010s,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Antigua_and_Barbuda.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khaled Mobayed,2010s,https://upload.wikimedia.org/wikipedia/commons/5/53/Flag_of_Syria.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HÇ¸lder Pelembe,2010s,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art®ras RimkeviŽius,2010s,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assan Ceesay,2010s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Johansen,2010s,https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Norway.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guillaume Gillet,2010s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Sulieman,2010s,https://upload.wikimedia.org/wikipedia/commons/2/29/Flag_of_Eritrea.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandru MitriÔ?ŽŸ,2010s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Borg,2010s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Pratto,2010s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maung Maung Lwin,2010s,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogan Santos,2010s,https://upload.wikimedia.org/wikipedia/en/b/ba/Flag_of_Germany.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volkan ?en,2010s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Christen,2010s,https://upload.wikimedia.org/wikipedia/commons/4/47/Flag_of_Liechtenstein.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Ogunjimi,2010s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Belgium_%28civil%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steeven Saba,2010s,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teaonui Tehau,2010s,https://en.m.wikipedia.org/wiki/File:Flag_of_French_Polynesia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javier Pastore,2010s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lautaro MartÇðnez,2010s,https://upload.wikimedia.org/wikipedia/commons/1/1a/Flag_of_Argentina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clayton Donaldson,2010s,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Afellay,2010s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Gerndt,2010s,https://upload.wikimedia.org/wikipedia/en/4/4c/Flag_of_Sweden.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arslanmyrat Amanow,2010s,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Turkmenistan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Varela,2010s,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Cape_Verde.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FÇ­bio Abreu,2010s,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Angola.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AÇîssa Mandi,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Tunisia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sami Al-Husaini,2010s,https://upload.wikimedia.org/wikipedia/commons/2/2c/Flag_of_Bahrain.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar Shakunda,2010s,https://upload.wikimedia.org/wikipedia/commons/a/a0/Flag_of_Somalia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahmed Al-Sarori,2010s,https://upload.wikimedia.org/wikipedia/commons/8/89/Flag_of_Yemen.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin-Prince Boateng,2010s,https://upload.wikimedia.org/wikipedia/commons/1/19/Flag_of_Ghana.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OŽ?uzhan Ç?zyakup,2010s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PÇül JÇühannus Justinussen,2010s,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hussain Fadhel,2010s,https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Kuwait.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chen Po-liang,2010s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yasmani Duk,2010s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Bolivia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sa­a Ognenovski,2010s,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan AkÇ¸,2010s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Federico Chiesa,2010s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igor Shitov,2010s,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_Finland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsepo Seturumane,2010s,https://upload.wikimedia.org/wikipedia/commons/4/4a/Flag_of_Lesotho.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maninho,2010s,https://upload.wikimedia.org/wikipedia/commons/d/d0/Flag_of_Mozambique.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeison Murillo,2010s,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gao Lin,2010s,https://upload.wikimedia.org/wikipedia/commons/5/51/Flag_of_North_Korea.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amir Abrashi,2010s,https://upload.wikimedia.org/wikipedia/commons/3/36/Flag_of_Albania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Poila,2010s,https://upload.wikimedia.org/wikipedia/commons/7/74/Flag_of_the_Solomon_Islands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Rojas,2010s,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Ward,2010s,https://en.wikipedia.org/wiki/File:Flag_of_the_United_Kingdom.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arijan Ademi,2010s,https://commons.wikimedia.org/wiki/File:Flag_of_North_Macedonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Wanyama,2010s,https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roy Kayara,2010s,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Walker,2010s,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Gibraltar.svg/320px-Flag_of_Gibraltar.svg.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacek GÇüralski,2010s,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soukaphone Vongchiengkham,2010s,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Laos.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geraldo,2010s,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Angola.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickie Lambert,2010s,https://en.wikipedia.org/wiki/File:Flag_of_England.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ViÇøar Ç?rn Kjartansson,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremain Paul,2010s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Saint_Lucia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Barrios,2010s,https://upload.wikimedia.org/wikipedia/commons/3/34/Flag_of_El_Salvador.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Janssen,2010s,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_the_Netherlands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Holman,2010s,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Australia_%28converted%29.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahamadou N'Diaye,2010s,https://upload.wikimedia.org/wikipedia/commons/9/92/Flag_of_Mali.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duckens Nazon,2010s,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Haiti.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel LayÇ§n,2010s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandru Suvorov,2010s,https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tala Luvu,2010s,https://upload.wikimedia.org/wikipedia/commons/3/35/Flag_of_the_Cook_Islands.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bongani Zungu,2010s,https://upload.wikimedia.org/wikipedia/commons/a/af/Flag_of_South_Africa.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian Mila,2010s,https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hlaing Bo Bo,2010s,https://upload.wikimedia.org/wikipedia/commons/8/8c/Flag_of_Myanmar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Havenaar,2010s,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Bacca,2010s,https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Colombia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrik Schick,2010s,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khader Yousef,2010s,https://upload.wikimedia.org/wikipedia/commons/0/00/Flag_of_Palestine.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Çngel SepÇ§lveda,2010s,https://upload.wikimedia.org/wikipedia/commons/f/fc/Flag_of_Mexico.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rabia Al-Alawi,2010s,https://upload.wikimedia.org/wikipedia/commons/d/dd/Flag_of_Oman.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasan Ali KaldŽñrŽñm,2010s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casemiro,2010s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Lozano,2010s,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Honduras.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bassam Al-Rawi,2010s,https://upload.wikimedia.org/wikipedia/commons/6/65/Flag_of_Qatar.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Gaynair,2010s,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flag_of_Belize.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akhyar Rashid,2010s,https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Phiri Jr.,2010s,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flag_of_Malawi.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mijat GaŽ?inoviŽ?,2010s,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Serbia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arvydas Novikovas,2010s,https://upload.wikimedia.org/wikipedia/commons/1/11/Flag_of_Lithuania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Laffor,2010s,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Liberia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senad LuliŽ?,2010s,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Bosnia_and_Herzegovina.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blaise Matuidi,2010s,https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khama Billiat,2010s,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Zimbabwe.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qiu Li,2010s,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Adams,2010s,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Bony,2010s,https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren O'Dea,2010s,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoltan LiptÇ­k,2010s,https://upload.wikimedia.org/wikipedia/commons/c/c1/Flag_of_Hungary.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Salli,2010s,https://upload.wikimedia.org/wikipedia/commons/4/4f/Flag_of_Cameroon.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Jesus,2010s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libor KozÇ­k,2010s,https://upload.wikimedia.org/wikipedia/commons/c/cb/Flag_of_the_Czech_Republic.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritsu Dan,2010s,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaimar Saag,2010s,https://upload.wikimedia.org/wikipedia/commons/8/8f/Flag_of_Estonia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David RamÇðrez,2010s,https://upload.wikimedia.org/wikipedia/commons/f/f2/Flag_of_Costa_Rica.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maya Yoshida,2010s,https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerson Rodrigues,2010s,https://upload.wikimedia.org/wikipedia/commons/d/da/Flag_of_Luxembourg.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jobi McAnuff,2010s,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Jamaica.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArnÇür SigurÇøsson,2010s,https://upload.wikimedia.org/wikipedia/commons/c/ce/Flag_of_Iceland.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giorgi Papunashvili,2010s,https://upload.wikimedia.org/wikipedia/commons/0/0f/Flag_of_Georgia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowen Muscat,2010s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Malta.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enes Ç?nal,2010s,https://upload.wikimedia.org/wikipedia/commons/b/b4/Flag_of_Turkey.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliff Magnam Valcin,2010s,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Saint_Lucia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel Mayuka,2010s,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Zambia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandru Maxim,2010s,https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Pollard,2010s,https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_Guyana.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernandinho,2010s,https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edson Puch,2010s,https://upload.wikimedia.org/wikipedia/commons/7/78/Flag_of_Chile.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrej KramariŽ?,2010s,https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Croatia.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SalomÇün RondÇün,2010s,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Venezuela.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Bonucci,2010s,https://upload.wikimedia.org/wikipedia/en/0/03/Flag_of_Italy.svg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
